CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,"CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE",null
23,5212,Καρότα,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
14,177209,Κολοκύθια,3.15,3.15,,Λαχανικά,kg,,xalkiadakis,17-03-2026,23-03-2026,,
26,5228,Κουνουπίδια,1.85,1.85,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
19,5211,Κρεμμύδια ξερά,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
20,5244,Κρεμμύδια φρέσκα,0.88,0.88,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
25,5239,Λάχανα,0.68,0.68,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
2,5298,Λεμόνια,1.74,1.74,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
30,5232,Μαϊντανός,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
9,29248,Μανιτάρια,4.15,4.15,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
5,177092,Μανταρίνια,1.98,1.98,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
15,118449,Μαρούλια,1.10,1.10,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
29,5216,Μελιτζάνες,3.65,3.65,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
7.1,5245,Μήλα Golden Delicious,2.10,2.10,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
7.2,5215,Μήλα Granny Smith ,2.05,2.05,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
7.3,5208,Μήλα Starkin Delicious,1.55,1.55,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
3,5237,Μπανάνες,1.78,1.78,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
27,5236,Μπρόκολο,3.45,3.45,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
22,5241,Παντζάρια,1.35,1.35,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
17,43492,Πατάτες,1.25,1.25,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
17.2,55033,Πατάτες εγχώριες,0.98,0.98,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
17.1,44153,Πατάτες Κύπρου,1.48,1.48,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
28.2,5321,Πιπεριές μακριές,4.98,4.98,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
28.1,5222,Πιπεριές χονδρές,4.98,4.98,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
4,5213,Πορτοκάλια Βαλέντσια,1.15,1.15,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
24,5273,Ραπανάκια,2.28,2.28,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
8,5323,Ρόδια,4.10,4.10,,Φρούτα,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
16,118438,Ρόκα,1.20,1.20,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
32,5243,Σέλινο,0.78,0.78,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
18,98893,Σκόρδα (κομμάτι),0.58,0.58,,Λαχανικά,τμχ.,,xalkiadakis,17-03-2026,23-03-2026,,
21,5259,Σπανάκι,2.15,2.15,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
11,5234,Τομάτες,2.35,2.35,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
12,86360,Τοματίνια,3.65,3.65,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
33,5277,Φασολάκια ,4.58,4.58,,Λαχανικά,Kg,,xalkiadakis,17-03-2026,23-03-2026,,
