CATEGORY,BARCODE,NAME,PRICE_MIN,PRICE_MAX,IMAGE,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,null,2,80160,Λεμόνια,1.25,1.44,Lemoni.png
9,1476,Μανιτάρια (Σε επιλεγμένα καταστήματα),4.98,5.98,1476.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
11,1009,Τομάτες,1.78,2.29,1009.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
12,718070,Τοματίνια,4.38,5.38,718070.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
13,1004,Αγγούρια,0.77,1.45,1004.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
14,1025,Κολοκύθια,1.85,2.29,1025.jpg,Λαχανικά,kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
15,1002,Μαρούλια (Σε επιλεγμένα καταστήματα),1.06,1.32,1002.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
16,863566,Ρόκα (Σε επιλεγμένα καταστήματα),10.90,13.60,863566.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
17,1014,Πατάτες (Σε επιλεγμένα καταστήματα),0.83,0.99,1014.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
17.1,1848,Πατάτες Κύπρου (Σε επιλεγμένα καταστήματα),1.79,1.99,1848.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
17.3 ,1849,Πατάτες εισαγωγής (Σε επιλεγμένα καταστήματα),1.99,2.49,1849.jpg,,,,kritikos,13-05-2025,19-05-2025,,,,,,,
18,718769,Σκόρδα (κομμάτι) (Σε επιλεγμένα καταστήματα),7.50,7.50,718769.jpg,Λαχανικά,τμχ.,,kritikos,13-05-2025,19-05-2025,,,,,,,
19,774036,Κρεμμύδια ξερά (Σε επιλεγμένα καταστήματα),0.99,1.29,774036.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
19,1041,Κρεμμύδια ξερά (Σε επιλεγμένα καταστήματα),1.15,1.29,1041.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
20,1001,Κρεμμύδια φρέσκα,2.82,3.54,1001.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
21,1043,Σπανάκι (Σε επιλεγμένα καταστήματα),1.81,2.29,1043.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
22,1059,Παντζάρια (Σε επιλεγμένα καταστήματα),1.23,1.69,1059.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
23,702639,Καρότα,1.12,1.98,702639.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
25,1019,Λάχανα,0.92,1.19,1019.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
26,1036,Κουνουπίδια (Σε επιλεγμένα καταστήματα),2.52,2.59,1036.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
27,1052,Μπρόκολο (Σε επιλεγμένα καταστήματα),2.79,3.69,1052.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
28,1008,Πιπεριές (Σε επιλεγμένα καταστήματα),2.36,3.99,1008.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
28.1,1325,Πιπεριές χονδρές (Σε επιλεγμένα καταστήματα),2.79,3.99,1325.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
28.2,1131,Πιπεριές μακριές (Σε επιλεγμένα καταστήματα),2.88,3.99,1131.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
29,1027,Μελιτζάνες (Σε επιλεγμένα καταστήματα),2.19,2.49,1027.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
30,1030,Μαϊντανός,2.80,3.52,1030.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
31,1024,’νηθος,5.46,7.47,1024.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
32,1023,Σέλινο (Σε επιλεγμένα καταστήματα),2.48,2.80,1023.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
33,1033,Φασολάκια  (Σε επιλεγμένα καταστήματα),4.57,8.35,1033.jpg,Λαχανικά,Kg,,kritikos,13-05-2025,19-05-2025,,,,,,,
,,,,,,,,,lidl,13-05-2025,19-05-2025,,3,80000,Μπανάνες,1.26,1.26,Banana.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,4,80141,Πορτοκάλια,0.79,1.54,Portokali-dixty.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,6,80281,Αχλάδια,1.15,3.99,Axladia-krystalia.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,7.1,80185,Μήλα Golden Delicious,1.85,1.85,Milo-gold.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,7.2,80190,Μήλα Granny Smith ,1.35,1.69,Milo-grannysmith-dixty.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,7.3,80228,Μήλα Starkin Delicious,1.25,2.19,Milo-starkin.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,9,83018,Μανιτάρια,4.09,6.63,Manitari-leyko.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,11,82415,Τομάτες,1.45,2.99,Tomata-beef.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,12,82411,Τοματίνια,3.45,6.76,tomatini-kouvadaki.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,13,82231,Αγγούρια,1.05,1.40,Aggouri.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,14,82345,Κολοκύθια,1.39,1.89,Kolokythi.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,15,82126,Μαρούλια,2.17,2.17,Marouli.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,17.1,83165,Πατάτες Κύπρου,1.84,1.84,Patata-Kyprou.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,17.2,83155,Πατάτες εγχώριες,0.65,0.83,Patata.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,18,82706,Σκόρδα (κομμάτι),0.40,0.54,Skordo.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,19,83345,Κρεμμύδια ξερά,0.99,1.19,Kremmydi-kokkino.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,20,82236,Κρεμμύδια φρέσκα,5.34,5.34,Kremmydaki-fresko.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,22,82815,Παντζάρια,1.25,1.25,Pantzari.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,23,82755,Καρότα,0.59,0.90,Karoto.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,24,82273,Ραπανάκια,6.45,6.45,Rapanakia.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,25,82955,Λάχανα,0.96,0.96,Laxano-aspro.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,26,82875,Κουνουπίδια,1.65,1.65,Kounoupidi.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,27,82895,Μπρόκολο,2.29,2.29,Mprokolo.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,28.1,82580,Πιπεριές χονδρές,2.45,5.58,Piperia-xanthi.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,28.2,82535,Πιπεριές μακριές,2.25,2.25,Piperia-kerato.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,29,82180,Μελιτζάνες,1.75,1.75,Melitzana.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,30,83096,Μαϊντανός,6.50,6.50,Maintanos-matsaki.png
,,,,,,,,,lidl,13-05-2025,19-05-2025,,31,83080,Άνηθος,6.50,6.50,Anithos-matsaki.png
1,520011772,Σταφύλια,4.98,5.39,3152428_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
2,210649000,Λεμόνια,1.35,1.35,0317826_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
3,219851600,Μπανάνες,1.62,1.85,0317990_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
4,210651800,Πορτοκάλια Βαλέντσια,0.95,1.29,3274826_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
6,210695600,Αχλάδια,1.58,2.78,0532788_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
8,521400055,Ρόδια,5.53,5.53,0318360_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
9,521400277,Μανιτάρια,3.96,6.7,3870631_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
11,219861100,Τομάτες,1.75,2.35,0317560_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
12,521400128,Τοματίνια,3.45,7.96,3599933_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
13,520013367,Αγγούρια,0.39,0.39,0318451_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
14,219814300,Κολοκύθια,1.39,2.28,0317677_1.jpg,Λαχανικά,kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
15,210685500,Μαρούλια,0.63,0.75,0317719_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
16,520013430,Ρόκα,9.58,9.58,3573615_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
18,843701919,Σκόρδα (κομμάτι),0.43,0.45,0496489_1.jpg,Λαχανικά,τμχ.,,masoutis,13-05-2025,19-05-2025,,,,,,,
19,219855300,Κρεμμύδια ξερά,0.97,1.19,2152155_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
20,520013430,Κρεμμύδια φρέσκα,0.82,0.82,0574418_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
21,210614200,Σπανάκι,1.85,1.85,0317685_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
22,210613800,Παντζάρια,1.35,1.35,0317636_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
23,210686900,Καρότα,0.74,0.9,0318261_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
24,520011861,Ραπανάκια,6.4,6.4,0444836_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
25,210686800,Λάχανα,1.00,2.43,0317727_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
26,210615100,Κουνουπίδια,1.98,1.98,0317776_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
27,210637800,Μπρόκολα,2.38,3.09,3204070_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
29,219856800,Μελιτζάνες,1.89,2.75,0317669_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
30,520013430,Μαϊντανός,6.5,6.5,0318469_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
31,520013430,Ανηθος,6.7,6.7,0437285_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
32,210691500,Σέλινο,1.78,2.75,0317768_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
33,210665900,Φασολάκια,3.48,5.15,,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
17.1,210681000,Πατάτες Κύπρου,1.85,1.85,1697325_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
17.2,219859100,Πατάτες εγχώριες,0.8,1.57,0317479_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
17.3,219809600,Πατάτες εισαγωγής,0.82,1.98,0539759_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
28.1,520037810,Πιπεριές χονδρές,2.45,2.48,0317651_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
28.2,764460243,Πιπεριές μακριές,2.23,3.15,0317644_1.jpg,Λαχανικά,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
7.1,210686500,Μήλα Golden Delicious,1.85,1.85,0317149_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
7.2,219860900,Μήλα Granny Smith,1.35,1.35,0317131_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
7.3,210647400,Μήλα Starkin Delicious,1.3,2.2,3339017_1.jpg,Φρούτα,Kg,,masoutis,13-05-2025,19-05-2025,,,,,,,
2,198021                                                      ,Λεμόνια,1.38,1.38,198021_E1.jpg,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
3,192041/198242                                               ,Μπανάνες,1.55,2.19,,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
4,198117/198452                                               ,Πορτοκάλια Βαλέντσια,1.14,1.19,,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
5,198251/198433                                               ,Μανταρίνια,2.99,3.69,,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
6,198103/198274                                               ,Αχλάδια,1.79,4.65,,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
7.1,198096                                                      ,Μήλα Golden Delicious,2.29,2.29,198096_E1.jpg,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
7.2,198095                                                      ,Μήλα Granny Smith,1.86,1.86,198095_E1.jpg,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
7.3,198132                                                      ,Μήλα Starkin Delicious,1.30,1.30,198132_E1.jpg,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
8,198212                                                      ,Ρόδια,5.40,5.40,198212_E1.jpg,Φρούτα,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
9,192081/198179                                               ,Μανιτάρια,5.10,7.98,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
11,198028                                                      ,Τομάτες,1.75,1.75,198028_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
12,192066/198676                                               ,Τοματίνια,3.99,8.60,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
13,198026                                                      ,Αγγούρια,0.35,0.35,198026_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
14,198027                                                      ,Κολοκύθια,1.59,1.59,198027_E1.jpg,Λαχανικά,kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
15,198024                                                      ,Μαρούλια,0.62,0.62,198024_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
16,198171                                                      ,Ρόκα,9.90,9.90,198171_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
17.1,198705                                                      ,Πατάτες Κύπρου,1.85,1.85,198705_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
17.2,192303                                                      ,Πατάτες εγχώριες,1.64,1.64,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
17.3,198257                                                      ,Πατάτες εισαγωγής,2.40,2.40,198257_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
18,198183                                                      ,Σκόρδα (κομμάτι),0.69,0.69,198183_E1.jpg,Λαχανικά,τμχ.,,mymarket,13-05-2025,19-05-2025,,,,,,,
19,198046/198187                                               ,Κρεμμύδια ξερά,0.99,1.33,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
20,198013                                                      ,Κρεμμύδια φρέσκα,2.32,2.32,198013_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
21,198009                                                      ,Σπανάκι,2.09,2.09,198009_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
22,198012                                                      ,Παντζάρια,1.50,1.50,198012_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
23,192321/198791                                               ,Καρότα,0.85,1.00,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
24,192062                                                      ,Ραπανάκια,0.97,0.97,192062_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
25,198034/198035                                               ,Λάχανα,1.19,1.82,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
26,198036                                                      ,Κουνουπίδια,1.99,1.99,198036_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
27,198156                                                      ,Μπρόκολο,2.56,2.56,198156_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
28.1,198039                                                      ,Πιπεριές χονδρές,2.45,2.45,198039_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
28.2,198040                                                      ,Πιπεριές μακριές,2.64,2.64,198040_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
29,198037/198038                                               ,Μελιτζάνες,2.08,3.30,,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
30,198003                                                      ,Μαϊντανός,0.70,0.70,.,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
31,198001                                                      ,Άνηθος,0.75,0.75,198001_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
32,198002                                                      ,Σέλινο,1.99,1.99,198002_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
33,198016                                                      ,Φασολάκια,4.99,4.99,198016_E1.jpg,Λαχανικά,Kg,,mymarket,13-05-2025,19-05-2025,,,,,,,
1,2129169000000,Σταφύλια,4.6,4.6,2129169000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
2,2100100000000,Λεμόνια,1.3,1.3,2100100000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
3,2108888000000,Μπανάνες ,1.59,1.59,2108888000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
4,2110137000000,Πορτοκάλια,0.98,1.25,2110137000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
6,2100116000000,Αχλάδια,1.43,1.43,2100116000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
7.1,2124696000000,Μήλα ,1.45,1.45,2124696000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
7.2,2108027000000,Μήλα ,1.45,1.45,2108027000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
7.3,2108028000000,Μήλα ,1.65,1.65,2108028000000.jpg,Φρούτα,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
9,22917355,Μανιτάρια ,4.38,5.83,22917355.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
11,2100102000000,Τομάτες ,1.58,1.58,2100102000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
12,2100154000000,Τοματίνια (τιμή κιλού),2.98,2.98,2100154000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
13,22100,Αγγούρια Τεμάχιο,0.37,0.37,22100.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
14,2100112000000,Κολοκύθια ,0.9,0.9,2100112000000.jpg,Λαχανικά,kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
15,2100124000000,Μαρούλια (τιμή κιλού),1.28,1.28,2100124000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
16,5205461402768,Ρόκα ,1.1,1.1,5205461402768.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
17.2,2100104000000,Πατάτες Εγχώριες,1.08,1.08,2100104000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
17.3,2108023000000,Πατάτες Εισαγωγής,0.95,0.95,2108023000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
18,22102,Σκόρδα Τεμάχιο,0.5,0.5,22102.jpg,Λαχανικά,τμχ.,,pitsias,13-05-2025,19-05-2025,,,,,,,
19,2100111000000,Κρεμμύδια Ξερά ,0.93,0.95,2100111000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
20,22106,Κρεμμύδια Φρέσκα,0.7,0.7,22106.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
21,2100134000000,Σπανάκι φρέσκο,0.98,0.98,2100134000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
22,2100141000000,Παντζάρια ,0.98,0.98,2100141000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
23,2100118000000,Καρότα ,0.75,0.75,2100118000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
25,2100117000000,Λάχανα ,1.33,1.33,2100117000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
26,2100135000000,Κουνουπίδια ,1.78,1.78,2100135000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
27,210013800000,Μπρόκολο ,1.45,1.45,210013800000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
28.1,2100106000000,Πιπεριές ,2.45,2.45,2100106000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
28.2,2100107000000,Πιπεριές ,1.18,1.18,2100107000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
29,2100113000000,Μελιτζάνες ,1.98,1.98,2100113000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
30,22108,Μαϊντανός ,0.6,0.6,22108.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
31,22109,’νηθος ,0.65,0.65,22109.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
32,2100132000000,Σέλινο ,1.75,1.75,2100132000000.jpg,Λαχανικά,Kg,,pitsias,13-05-2025,19-05-2025,,,,,,,
1,1,ΣΤΑΦΥΛΙΑ,4.98,4.98,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
2,2,ΛΕΜΟΝΙΑ,1.28,1.28,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
3,3,ΜΠΑΝΑΝΕΣ,1.32,3.85,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
4,4,ΠΟΡΤΟΚΑΛΙΑ ΒΑΛΕΝΤΣΙΑ,0.88,1.48,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
5,5,ΜΑΝΤΑΡΙΝΙΑ,1.53,3.15,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
6,6,ΑΧΛΑΔΙΑ,1.43,2.95,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
7.1,7.1,ΜΗΛΑ GOLDEN DELICIOUS,1.87,1.88,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
7.2,7.2,ΜΗΛΑ GRANNY SMITH,1.6,1.6,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
7.3,7.3,ΜΗΛΑ STARKIN DELICIOUS,1.25,2.2,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
8,8,ΡΟΔΙΑ,5.5,5.5,,Φρούτα,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
9,9,ΜΑΝΙΤΑΡΙΑ,4.23,7.64,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
10,10,ΑΓΚΙΝΑΡΕΣ,0.7,0.7,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
11,11,ΝΤΟΜΑΤΕΣ,1.35,2,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
12,12,ΝΤΟΜΑΤΙΝΙΑ,3.37,8.72,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
13,13,ΑΓΓΟΥΡΙΑ,1.05,1.7,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
14,14,ΚΟΛΟΚΥΘΙΑ,1.5,2.32,,Λαχανικά,kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
15a,15a,ΜΑΡΟΥΛΙΑ,1.47,1.47,,,,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
15b,15b,ΜΑΡΟΥΛΙΑ ΤΕΜΑΧΙΟ,0.62,0.88,,,,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
16,16,ΡΟΚΑ,6.5,6.5,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
17.1,17.1,ΠΑΤΑΤΕΣ ΚΥΠΡΟΥ,1.85,1.85,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
17.2,17.2,ΠΑΤΑΤΕΣ ΕΓΧΩΡΙΕΣ,0.78,1.96,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
17.3,17.3,ΠΑΤΑΤΕΣ ΕΙΣΑΓΩΓΗΣ,0.8,1.98,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
18,18,ΣΚΟΡΔΑ ΤΕΜΑΧΙΟ,0.4,0.65,,Λαχανικά,τμχ.,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
19,19,ΚΡΕΜΜΥΔΙΑ ΞΕΡΑ,0.67,1.16,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
20,20,ΚΡΕΜΜΥΔΙΑ ΦΡΕΣΚΑ,2.15,5.47,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
21,21,ΣΠΑΝΑΚΙ,1.85,1.85,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
22,22,ΠΑΝΤΖΑΡΙΑ,1.28,1.28,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
23,23,ΚΑΡΟΤΑ,0.64,0.9,,Λαχανικά,Kg,,sklavenitis,13-05-2025,19-05-2025,,,,,,,
